crop_name,ph,moisture,n,p,k,temperature,rainfall,humidity,latitude,longitude,season,year,yield_achieved,soil_type
Pigeon Pea,7.03,85.05,23.44,22.77,44.95,29.67,706.59,51.47,20.041297,72.026102,kharif,2022,1252.63,clay
Pomegranate,6.93,65.55,28.81,13.19,47.75,18.53,101.57,70.86,21.897157,73.870991,zaid,2023,12872.7,silt
Maize,4.57,45.38,96.29,16.62,43.19,14.51,436.37,33.3,31.903963,78.004102,kharif,2023,2014.6,chalky
Watermelon,6.04,93.2,53.12,28.42,68.01,24.6,57.78,59.67,31.767285,77.933349,zaid,2023,24235.77,chalky
Blackgram,6.92,74.87,56.79,77.71,21.92,30.06,71.96,53.59,30.701822,74.527198,rabi,2020,1215.42,loamy
Chilli,6.28,63.02,149.74,44.5,122.04,28.38,543.12,70.61,11.762405,76.504441,rabi,2020,14084.36,clay
Onion,6.52,71.46,130.71,33.55,99.34,13.9,421.23,75.12,10.974791,78.019646,kharif,2023,22612.48,sandy
Soybean,6.15,51.02,29.33,35.75,68.24,22.05,746.12,76.35,21.816075,78.274241,kharif,2021,2454.6,sandy
Muskmelon,5.03,42.5,71.17,17.59,26.46,31.95,15.1,64.93,20.122776,74.554291,year_round,2021,12715.46,chalky
Soybean,6.35,62.06,23.77,38.0,50.01,22.08,675.14,74.18,10.957607,78.017054,kharif,2020,2899.23,peat
Coffee,5.71,56.16,87.24,26.39,26.39,30.23,112.75,63.78,10.671848,77.564873,zaid,2021,671.96,silt
Tomato,8.26,46.72,76.29,31.34,107.7,26.48,341.32,66.63,21.957693,85.10379,zaid,2020,22989.3,silt
Onion,5.33,35.93,79.2,19.29,42.04,10.54,344.36,48.89,21.552266,86.735961,kharif,2020,15559.28,sandy
Rice,5.94,66.24,147.54,27.32,51.97,22.34,1029.04,75.99,18.857201,74.603554,kharif,2023,2750.77,silt
Onion,6.22,71.36,148.36,40.73,118.29,18.7,579.59,65.75,13.333658,78.043883,rabi,2023,20572.59,sandy
Lentil,5.93,25.91,11.74,53.31,17.83,32.36,23.25,68.88,25.118911,88.57501,year_round,2020,667.52,clay
Blackgram,6.56,82.18,44.31,89.96,24.33,26.83,78.3,71.78,24.973383,79.223923,rabi,2021,1118.41,peat
Jute,6.55,96.89,108.01,59.97,47.17,23.76,201.71,67.95,20.470331,85.10382,kharif,2023,2528.13,clay
Groundnut,6.13,42.95,26.69,24.1,49.41,22.87,697.63,63.62,22.304114,89.271998,rabi,2023,2249.4,chalky
Orange,8.92,41.78,15.82,7.9,6.08,39.73,85.68,42.18,21.981722,80.074094,zaid,2020,14284.03,loamy
Wheat,6.81,40.73,149.18,36.13,69.3,20.98,641.38,71.49,22.074176,85.907989,rabi,2021,4103.87,chalky
Chickpea,8.68,23.36,24.71,32.07,64.3,18.43,40.26,55.09,12.083474,77.541684,rabi,2023,1030.48,clay
Papaya,5.05,44.75,33.49,30.4,40.3,39.56,131.2,42.96,23.032526,86.584026,zaid,2021,32551.12,chalky
Grapes,6.83,74.64,22.52,154.77,277.76,37.78,76.26,61.08,21.952797,75.396217,zaid,2022,22999.16,peat
Coconut,5.13,93.88,20.23,29.23,42.16,29.33,210.21,69.42,28.818614,74.389942,zaid,2022,9238.48,sandy
Cotton,7.09,86.2,116.53,26.13,71.84,22.69,725.61,51.99,10.058533,77.688137,kharif,2020,494.26,peat
Groundnut,6.13,41.08,24.64,21.74,46.75,26.0,637.47,68.59,25.017748,86.077315,kharif,2021,1872.29,chalky
Maize,6.26,56.1,167.44,26.0,83.3,25.13,880.93,76.28,23.108692,72.00133,kharif,2021,3621.23,silt
Muskmelon,6.09,75.33,100.67,24.18,66.64,34.23,24.34,59.33,20.440814,73.078591,zaid,2021,16727.37,silt
Soybean,5.79,40.31,14.07,24.96,32.0,17.56,382.13,54.78,23.340092,88.228796,kharif,2023,1261.83,peat
Lentil,6.12,34.69,24.99,70.11,22.96,28.75,47.11,53.65,25.849235,88.405863,rabi,2022,922.71,loamy
Mothbeans,7.66,59.29,21.72,45.23,24.96,28.67,41.02,67.24,12.813348,79.857557,kharif,2022,772.13,peat
Wheat,5.8,29.31,100.32,24.27,29.6,27.36,444.49,31.25,23.831156,77.783161,rabi,2022,2085.91,loamy
Coffee,6.21,96.23,129.86,44.21,32.89,23.27,161.59,58.64,18.78735,75.52939,rabi,2020,918.85,chalky
Cotton,4.8,45.87,69.1,15.78,35.67,19.14,418.58,34.99,20.800692,72.137845,kharif,2022,419.68,loamy
Lentil,6.27,54.34,22.74,63.41,21.14,27.15,45.64,53.08,20.605292,87.936791,rabi,2021,932.09,peat
Mango,6.92,44.72,15.51,10.56,25.32,26.41,74.74,30.51,10.913007,76.291597,zaid,2020,5787.82,peat
Mungbean,8.13,30.57,15.16,23.75,15.85,24.1,28.25,63.71,29.21099,76.967708,zaid,2022,546.19,clay
Chilli,6.45,54.34,136.68,42.6,127.25,22.37,432.99,53.74,13.385621,78.730685,rabi,2022,16329.3,peat
Potato,5.49,83.73,132.48,70.11,203.63,15.53,613.69,70.24,10.550316,79.700189,rabi,2022,27237.33,clay
Wheat,6.6,47.94,133.08,39.68,60.54,24.01,672.81,70.5,12.648308,79.260218,rabi,2021,3673.0,clay
Blackgram,6.82,58.6,53.58,76.9,21.62,34.0,80.65,79.58,19.297131,75.085939,rabi,2023,996.67,clay
Maize,4.54,38.16,79.59,15.29,52.33,30.19,508.52,49.82,30.455734,74.399912,zaid,2022,2725.77,peat
Tomato,6.73,73.71,139.41,53.3,153.39,19.35,418.88,74.95,21.898728,72.413736,zaid,2023,30618.24,loamy
Jute,6.61,71.81,84.63,50.22,49.95,24.21,210.62,72.47,23.735646,85.940696,kharif,2023,2414.25,clay
Tomato,6.49,83.97,127.99,45.23,145.15,23.14,457.64,50.19,21.713756,88.673042,rabi,2021,27215.52,sandy
Coffee,6.41,66.27,125.92,43.67,34.89,26.54,177.75,75.64,25.062154,86.466473,zaid,2023,877.17,silt
Watermelon,6.58,73.03,53.87,28.29,50.86,26.88,58.99,50.34,12.464125,78.291464,zaid,2022,23748.15,sandy
Groundnut,6.18,31.06,14.55,13.06,32.12,29.82,380.65,30.19,31.52894,74.88209,zaid,2022,1497.63,sandy
Coconut,6.38,84.71,25.29,27.05,42.69,25.85,155.14,76.91,11.53877,77.143228,kharif,2023,9913.76,silt
Blackgram,5.04,31.93,21.34,51.63,11.01,37.03,52.31,50.25,12.260143,76.407873,rabi,2023,578.13,clay
Onion,6.44,76.38,147.66,40.79,117.21,16.11,410.57,71.78,21.816651,87.662355,rabi,2023,21386.5,sandy
Groundnut,8.53,35.69,13.48,11.54,23.06,21.64,415.09,38.24,10.024422,79.746645,kharif,2020,1074.39,loamy
Coconut,5.21,66.92,11.79,17.56,15.17,21.13,102.89,33.52,23.412639,74.753413,kharif,2020,8398.6,clay
Tomato,8.24,54.58,99.82,31.35,65.06,26.42,323.64,44.52,22.35223,72.450362,kharif,2021,19281.67,sandy
Chilli,6.24,80.56,115.29,37.25,103.16,29.84,472.16,72.59,25.977347,87.372668,rabi,2020,17172.26,chalky
Cotton,6.93,74.42,106.35,22.52,55.51,31.33,631.31,50.98,24.975721,89.394895,kharif,2020,535.77,silt
Rice,7.03,86.06,141.03,26.26,56.41,23.1,1136.98,56.44,10.194816,78.473016,kharif,2021,3002.9,peat
Soybean,6.73,85.56,24.11,39.44,67.48,20.52,857.92,63.75,19.65557,75.619848,kharif,2022,2863.39,loamy
Cotton,5.5,36.39,52.32,16.93,34.52,31.23,415.62,30.12,22.499027,80.755259,kharif,2023,398.81,clay
Papaya,5.96,86.16,53.75,64.23,59.36,26.6,154.76,75.64,25.047285,77.421231,zaid,2023,43416.39,sandy
Coconut,5.6,86.2,21.9,27.73,37.33,25.81,195.84,69.99,11.101437,78.381354,rabi,2020,11716.22,sandy
Pomegranate,8.09,34.85,14.54,5.79,30.48,28.85,64.4,57.69,30.006257,76.170798,zaid,2022,6717.15,sandy
Coconut,5.05,90.76,27.18,22.52,44.22,25.17,180.26,78.99,11.177572,79.171929,kharif,2022,9279.9,chalky
Cotton,5.57,96.47,107.02,20.45,61.26,23.31,597.47,71.9,24.284196,79.255336,kharif,2020,496.41,sandy
Cotton,6.19,59.8,118.86,23.31,62.05,29.55,570.17,56.21,23.222045,80.978952,kharif,2023,457.42,loamy
Kidneybeans,5.52,41.3,22.82,67.33,25.6,20.21,71.75,67.31,23.804552,81.892511,rabi,2020,1129.78,chalky
Cotton,6.5,73.33,116.41,28.08,55.4,32.43,516.85,61.62,22.579586,88.364833,kharif,2020,491.31,chalky
Soybean,6.92,80.25,25.93,35.7,62.55,25.6,745.92,65.15,24.858622,81.206308,kharif,2020,2447.28,loamy
Apple,5.61,82.94,25.5,168.44,202.9,23.52,136.12,53.94,22.033515,72.148925,zaid,2021,17349.06,peat
Jute,6.34,81.04,102.73,41.07,50.2,24.07,181.69,58.53,25.624176,81.719026,kharif,2023,2618.88,sandy
Pomegranate,6.51,92.56,22.47,12.01,54.38,21.05,126.77,77.95,25.173795,76.115152,rabi,2022,12541.9,peat
Groundnut,7.45,35.1,11.88,17.46,33.75,27.06,378.05,69.01,14.055523,76.788971,rabi,2023,1149.48,clay
Banana,6.37,87.11,100.29,95.52,56.94,26.25,104.0,75.5,10.728413,78.905886,kharif,2021,33678.32,clay
Wheat,6.23,61.09,157.4,37.11,58.61,19.13,676.23,67.95,28.985608,78.914614,rabi,2023,3989.39,loamy
Orange,6.28,51.51,20.75,10.22,10.81,28.32,112.43,61.06,10.573287,79.342376,zaid,2020,21837.24,peat
Pigeon Pea,6.25,30.34,11.02,17.47,25.41,34.46,469.54,68.84,21.863462,79.310082,kharif,2022,890.2,sandy
Mungbean,6.85,77.57,23.33,48.0,24.23,27.57,51.96,68.26,23.870059,86.977025,kharif,2023,1145.34,chalky
Kidneybeans,5.54,87.52,29.37,71.35,25.76,18.24,81.48,54.06,31.198714,76.596809,rabi,2023,1257.51,sandy
Blackgram,7.83,30.71,22.63,35.68,14.02,38.95,44.35,32.35,22.404026,72.692874,kharif,2023,659.98,sandy
Sugarcane,7.91,52.14,148.84,22.57,76.95,32.35,802.66,34.7,24.312438,80.126807,kharif,2021,47615.87,chalky
Mothbeans,6.94,25.25,10.12,21.91,15.19,27.85,18.29,48.77,20.220888,72.284621,kharif,2021,650.35,loamy
Sugarcane,6.88,88.05,295.22,40.85,113.27,24.45,1628.65,72.77,30.055418,77.053343,rabi,2020,70754.9,sandy
Cotton,6.05,52.31,84.81,20.68,56.58,28.94,570.96,74.74,21.783427,77.099434,kharif,2023,561.48,loamy
Maize,8.23,44.33,101.6,12.98,30.91,27.5,504.38,34.21,22.325571,78.233629,year_round,2023,3388.22,loamy
Papaya,6.88,83.97,41.19,60.04,74.71,34.3,163.31,66.96,22.207998,79.694241,zaid,2023,38704.83,loamy
Sugarcane,6.28,72.22,258.22,44.09,125.99,29.08,1510.07,72.2,21.297638,74.759115,rabi,2022,66022.78,loamy
Apple,5.89,73.3,26.57,179.21,219.01,21.33,130.11,74.03,21.078703,78.824579,kharif,2021,17257.2,clay
Pomegranate,8.5,29.99,10.03,5.11,33.18,14.03,67.11,47.04,25.300319,81.618873,zaid,2020,6477.13,chalky
Cotton,5.06,36.12,71.7,11.61,44.89,16.06,306.62,43.67,20.033995,81.559637,kharif,2020,393.84,clay
Rice,8.0,43.33,62.31,16.53,35.49,34.8,776.99,49.2,23.721857,79.928558,kharif,2021,1723.61,silt
Kidneybeans,5.03,29.81,11.07,52.65,16.43,18.13,42.4,61.64,11.98444,77.051697,rabi,2021,757.71,peat
Maize,5.66,71.91,198.79,34.56,87.77,28.82,863.37,59.52,22.254034,86.484346,kharif,2020,4378.89,clay
Rice,4.38,51.2,82.9,17.6,31.61,25.46,879.82,64.64,31.110409,76.88222,year_round,2022,2534.55,peat
Pigeon Pea,7.12,40.93,23.29,26.11,43.07,26.54,667.28,61.66,12.286152,78.198489,kharif,2022,1399.61,peat
Banana,7.99,53.59,55.01,59.62,28.99,31.18,80.4,53.79,28.035535,74.21979,kharif,2020,24809.87,sandy
Papaya,8.0,55.84,22.74,43.62,35.61,24.65,117.21,46.16,24.397818,75.656791,rabi,2021,33276.57,sandy
Jute,7.29,50.51,62.06,34.45,22.62,26.86,102.29,54.95,21.840184,89.289817,kharif,2020,1778.85,loamy
Groundnut,7.68,34.1,13.86,15.76,25.74,24.56,345.68,30.99,29.625625,79.107567,zaid,2023,1558.94,peat
Groundnut,6.1,66.62,27.06,22.38,47.77,33.37,602.83,54.36,31.851832,77.646114,rabi,2023,2390.03,loamy
Lentil,7.18,27.81,10.05,31.24,17.33,17.97,26.74,68.2,14.055781,79.094547,rabi,2023,495.77,sandy
Pomegranate,7.57,37.44,10.73,5.45,31.63,23.38,81.48,60.48,20.271378,85.009364,zaid,2021,7472.73,chalky
Rice,6.86,77.13,112.54,21.84,41.62,30.33,1029.1,77.46,11.198937,76.375493,kharif,2020,2864.58,peat
Mango,5.03,63.45,22.87,29.1,37.54,31.79,99.08,52.23,23.00418,81.871275,zaid,2022,11493.25,sandy
Muskmelon,5.16,39.09,65.8,13.39,29.84,39.75,14.21,51.07,21.946721,78.666257,zaid,2022,9718.74,clay
Wheat,7.29,46.85,133.17,44.62,69.49,20.66,746.34,64.13,29.939113,77.074746,rabi,2021,3928.77,peat
Lentil,8.44,22.82,12.4,53.77,15.06,22.61,28.77,47.86,13.956489,78.593492,zaid,2021,629.5,sandy
Coconut,6.43,89.02,29.17,20.82,42.45,29.33,156.7,74.68,22.00305,85.144242,kharif,2021,9371.18,loamy
Onion,6.53,90.26,116.72,37.79,87.9,15.23,416.99,63.09,11.383771,78.232685,kharif,2022,20082.01,silt
Soybean,6.08,90.84,23.56,41.21,63.77,29.6,837.8,68.11,20.457815,80.128901,kharif,2023,2712.66,silt
Lentil,6.13,56.14,23.95,65.31,23.64,29.92,52.41,53.44,20.962305,88.577285,rabi,2021,999.62,loamy
Papaya,5.95,83.71,43.33,53.69,57.87,30.88,151.55,52.91,13.298522,76.39406,kharif,2022,42727.88,loamy
Onion,5.73,47.3,85.65,20.52,62.71,9.1,251.6,58.82,20.475279,75.329409,zaid,2021,10136.14,silt
Mothbeans,6.41,23.58,17.32,22.01,13.35,26.97,22.12,50.76,21.454513,76.290319,rabi,2021,418.15,sandy
Mothbeans,6.68,92.54,24.45,59.99,28.35,28.94,31.55,56.82,19.821061,72.43443,kharif,2020,833.47,peat
Papaya,4.93,50.19,28.63,26.76,33.22,32.78,130.54,66.26,13.586496,77.581154,zaid,2020,23256.31,chalky
Groundnut,7.17,62.04,23.82,24.43,47.52,27.89,702.2,60.85,22.370535,73.265818,kharif,2020,2005.31,peat
Potato,5.49,80.88,101.26,56.32,189.01,20.89,687.92,68.7,10.267572,77.506121,zaid,2023,24240.42,clay
Wheat,6.99,69.37,161.54,42.74,56.24,17.21,746.92,78.32,12.941319,79.997414,rabi,2021,3733.6,sandy
Pomegranate,6.0,85.1,23.74,14.23,52.36,19.5,135.82,56.83,22.883904,74.888622,rabi,2021,13014.26,peat
Sugarcane,5.22,53.37,108.83,24.63,62.39,27.88,912.8,44.28,14.142778,79.157171,zaid,2023,42541.0,peat
Chilli,8.08,38.76,55.44,25.03,56.19,19.98,284.68,40.19,31.946278,74.335558,kharif,2020,8246.45,loamy
Onion,5.33,38.35,62.13,23.6,51.48,17.51,250.98,59.86,28.731458,75.394424,year_round,2021,14449.42,clay
Chickpea,8.25,47.69,45.41,84.11,119.82,18.75,75.61,58.85,28.090197,74.334498,rabi,2023,1373.58,loamy
Cotton,5.75,79.01,113.89,25.31,71.04,28.84,526.31,55.02,12.427948,76.110147,kharif,2022,525.82,peat
Rice,6.61,79.97,133.45,28.64,44.6,28.58,1384.28,51.31,23.642752,75.815714,kharif,2022,3523.38,silt
Papaya,6.07,77.31,51.8,53.53,51.66,38.18,192.58,62.89,22.766565,74.927768,rabi,2020,36924.39,sandy
Apple,5.75,89.17,22.59,186.91,251.51,21.11,118.26,64.38,28.480766,79.221823,kharif,2020,17727.44,peat
Tomato,4.82,48.28,69.39,33.12,91.14,22.16,270.8,60.08,13.731814,77.246287,kharif,2020,23879.36,silt
Papaya,4.3,44.65,35.15,38.67,40.96,41.09,117.81,33.66,20.650662,88.621785,kharif,2020,21984.01,loamy
Lentil,6.71,60.36,27.03,78.42,25.1,25.12,39.08,78.24,31.8616,79.112065,rabi,2020,1056.56,peat
Pigeon Pea,5.93,37.21,14.73,17.31,24.57,39.46,361.92,54.91,10.51689,76.722651,kharif,2023,654.61,peat
Wheat,6.52,53.48,140.82,41.06,61.31,19.52,535.21,55.29,20.513553,75.659384,rabi,2022,3530.51,loamy
Orange,6.27,66.62,22.02,11.56,12.95,28.68,130.81,76.21,11.655882,79.985086,rabi,2023,20133.8,chalky
Potato,4.84,66.02,104.62,54.07,194.64,24.68,611.68,65.05,14.523832,78.590066,zaid,2022,24547.8,loamy
Apple,6.42,68.62,21.77,164.34,280.36,22.58,112.03,72.79,25.135855,89.47279,rabi,2021,16419.3,silt
Lentil,6.24,43.06,21.37,85.47,26.16,20.13,50.28,72.28,20.712035,75.202864,rabi,2021,840.47,loamy
Watermelon,6.99,79.56,45.75,26.97,64.93,26.0,47.43,78.33,11.21211,76.674328,kharif,2020,25457.56,loamy
Jute,6.16,94.11,103.56,42.71,53.12,23.87,192.05,77.38,20.420925,72.969223,kharif,2021,2918.07,sandy
Potato,4.84,69.06,102.64,67.3,184.34,21.14,563.21,67.33,14.117761,79.282785,zaid,2020,26080.13,chalky
Rice,7.58,52.44,88.77,14.18,30.07,26.36,788.27,53.37,31.661017,79.752214,kharif,2021,1560.76,silt
Kidneybeans,5.75,47.92,22.77,76.05,23.49,17.66,73.15,50.91,23.730947,88.006798,rabi,2022,1276.58,loamy
Coconut,5.92,89.08,29.28,25.0,43.34,26.39,218.73,61.64,19.973164,74.65135,rabi,2020,11985.09,clay
Grapes,6.76,46.18,11.73,108.01,153.65,16.72,50.64,52.76,23.081132,88.047602,rabi,2020,11339.05,silt
Banana,5.85,96.9,105.58,108.17,68.21,25.26,96.38,67.95,18.201658,73.587728,zaid,2021,37633.7,chalky
Mothbeans,6.64,24.55,17.0,33.89,15.05,29.75,23.47,46.63,21.983605,81.02358,kharif,2021,532.65,silt
Cotton,5.4,46.79,67.73,14.57,43.14,26.14,356.6,67.45,30.748077,76.962884,kharif,2022,317.84,clay
Pomegranate,5.61,92.47,26.57,14.19,47.47,19.49,116.27,54.52,22.519218,79.292983,zaid,2023,13542.03,loamy
Groundnut,6.36,65.29,29.79,23.86,45.35,21.42,531.43,62.43,23.401873,74.659272,rabi,2023,1863.13,chalky
Kidneybeans,5.99,72.49,23.11,73.83,26.74,23.43,82.85,51.75,24.514415,89.319517,kharif,2023,1314.43,loamy
Mungbean,6.89,97.19,20.31,54.97,27.59,27.11,45.44,62.84,28.361274,77.375925,kharif,2021,1043.71,silt
Coconut,6.35,95.15,20.04,23.64,32.53,25.25,191.51,58.85,28.869667,75.342051,zaid,2022,9825.23,clay
Mothbeans,7.05,98.49,22.03,48.84,20.57,27.53,38.35,69.67,29.666996,78.543773,kharif,2023,774.48,silt
Chilli,6.93,95.31,108.27,30.03,149.2,20.55,566.61,63.73,31.583263,74.62085,rabi,2020,16454.53,silt
Blackgram,6.83,78.09,56.16,63.92,29.63,33.87,72.79,59.97,20.593238,75.819751,rabi,2022,1088.78,loamy
Chickpea,7.32,36.64,47.83,78.66,118.75,18.56,72.2,67.31,11.619478,76.545002,rabi,2023,1749.4,sandy
Maize,6.73,80.55,216.32,27.85,66.36,22.93,851.96,77.0,28.947482,78.683153,zaid,2022,3929.77,silt
Chilli,6.24,63.57,131.21,37.11,143.78,20.04,432.51,60.49,10.140608,77.501285,rabi,2020,16320.39,clay
Jute,6.99,85.56,108.4,50.41,47.79,23.65,196.7,52.79,23.316235,87.892239,kharif,2023,2569.93,loamy
Banana,5.51,83.67,137.93,105.04,70.45,29.0,119.14,50.11,21.031822,87.103411,zaid,2022,40244.85,loamy
Chickpea,6.16,67.67,49.52,80.68,104.31,18.88,68.81,58.32,20.963619,86.703427,rabi,2023,1495.79,loamy
Jute,7.9,62.44,53.11,34.45,34.59,26.44,95.17,33.39,13.524923,76.329527,kharif,2021,1561.19,loamy
Wheat,8.39,32.89,61.18,15.27,31.47,25.41,402.49,47.84,20.557088,73.805548,kharif,2022,1950.44,peat
Blackgram,5.73,28.18,32.78,53.15,11.21,37.38,39.51,31.7,19.315594,73.221015,year_round,2023,925.49,silt
Watermelon,5.51,44.94,23.72,12.12,29.43,20.7,35.21,35.77,14.665074,79.022857,rabi,2020,19409.87,chalky
Jute,5.76,55.87,42.27,20.16,24.9,20.89,92.91,51.19,28.03221,79.055162,rabi,2021,2085.41,sandy
Mungbean,6.99,65.98,26.6,54.67,23.89,27.29,49.4,77.93,10.770082,77.060625,kharif,2020,976.62,chalky
Groundnut,8.55,33.49,11.38,16.8,34.05,31.4,357.34,41.27,10.467601,77.70845,rabi,2022,1090.13,clay
Rice,6.74,70.67,135.61,21.48,59.95,34.65,1205.52,50.99,30.537405,78.084233,kharif,2021,3177.84,chalky
Onion,5.39,38.8,63.18,23.32,64.52,25.86,275.27,47.85,21.350966,79.636225,kharif,2023,14267.77,sandy
Potato,3.66,43.61,50.32,43.86,89.23,25.36,375.07,47.35,29.233873,77.438253,year_round,2022,15345.6,loamy
Kidneybeans,7.21,33.05,15.16,49.84,10.86,23.94,46.56,63.31,21.204166,73.516643,zaid,2020,742.92,sandy
Apple,5.16,54.19,15.39,111.52,102.63,23.3,76.38,68.31,18.002539,72.265405,rabi,2021,7735.66,clay
Jute,6.52,88.7,87.68,45.32,47.68,23.88,179.43,66.94,21.442079,75.912269,kharif,2022,2899.59,sandy
Kidneybeans,5.14,35.87,10.55,35.05,12.32,13.19,36.79,45.76,14.134518,76.392022,rabi,2022,895.66,sandy
Lentil,6.3,87.15,27.56,73.02,25.58,20.66,41.0,73.2,18.554538,73.720743,rabi,2023,968.39,peat
Cotton,5.58,93.56,92.16,26.53,73.46,31.72,697.11,69.95,13.253843,79.496907,kharif,2022,450.03,loamy
Lentil,5.35,27.24,11.2,41.18,15.43,23.09,27.23,40.69,10.315084,77.697455,rabi,2023,454.92,silt
Muskmelon,7.22,36.53,53.88,13.46,31.76,28.03,17.32,42.08,20.764194,72.251403,zaid,2022,14704.91,silt
Potato,5.48,71.13,137.96,74.19,182.98,22.98,581.56,58.98,22.95971,73.462383,zaid,2020,25152.73,silt
Tomato,7.22,46.97,93.14,35.12,92.76,23.01,317.49,50.42,10.318424,76.708509,zaid,2022,15053.97,sandy
Jute,6.42,88.94,106.26,43.31,48.7,23.77,176.82,50.03,25.336026,81.786245,kharif,2023,2789.45,chalky
Mango,7.35,46.89,14.97,17.75,17.37,31.69,72.14,33.98,20.053198,77.413321,kharif,2023,6690.05,peat
Soybean,6.51,61.96,20.77,34.59,66.39,22.81,846.14,67.53,23.109944,87.309032,kharif,2020,2485.83,silt
Mango,5.91,60.74,21.87,28.01,44.58,28.5,110.47,72.43,28.712786,74.247849,kharif,2020,11427.71,sandy
Mungbean,6.72,69.1,27.65,43.36,24.2,27.51,44.25,58.72,29.881154,76.752842,zaid,2022,1195.09,sandy
Papaya,5.82,78.54,43.44,51.68,66.78,41.28,157.42,54.34,21.834553,87.042094,kharif,2020,39619.24,peat
Mungbean,6.61,64.57,27.38,55.35,29.05,28.91,50.15,58.9,20.807912,72.50917,kharif,2023,1094.85,silt
Watermelon,6.65,69.66,47.85,28.94,71.17,26.08,41.3,78.9,25.937289,87.394164,zaid,2020,24212.4,peat
Soybean,6.97,78.47,22.55,42.88,63.66,23.43,768.48,52.19,19.708127,75.550433,kharif,2020,2525.89,loamy
Rice,5.82,94.42,107.75,29.82,56.78,23.75,1019.42,59.1,20.762363,87.611216,kharif,2023,3392.99,silt
Onion,6.88,60.06,136.44,34.52,103.97,23.68,422.98,50.12,21.498767,74.315861,rabi,2020,18327.07,loamy
Orange,7.9,82.25,29.9,12.42,12.34,23.89,131.7,76.22,22.981264,78.233051,zaid,2022,21837.61,sandy
Tomato,5.74,43.83,68.04,27.4,61.6,21.32,247.58,45.87,29.805066,79.215049,rabi,2023,20565.66,peat
Chilli,4.58,46.22,66.26,24.26,69.36,33.16,250.49,67.46,11.004557,79.220477,rabi,2020,11963.2,peat
Groundnut,6.83,75.62,20.02,22.83,57.63,29.12,600.84,70.29,22.912481,72.466756,rabi,2022,2193.6,clay
Sugarcane,7.46,94.51,243.77,44.7,135.24,28.2,1780.22,51.55,24.310724,81.038483,kharif,2023,66764.37,chalky
Pomegranate,6.19,81.6,24.11,10.83,44.08,24.42,119.73,55.4,31.7675,79.099229,kharif,2020,13841.78,peat
Apple,6.11,79.73,24.81,178.19,232.84,23.75,147.78,77.81,19.394814,73.190658,zaid,2021,15485.9,silt
Mango,5.78,74.47,21.64,24.63,39.08,30.91,93.49,55.72,31.07346,75.732977,kharif,2021,10227.02,sandy
Coffee,6.44,72.38,126.57,39.05,31.35,25.13,168.97,73.35,12.197211,79.139473,zaid,2023,954.31,peat
Wheat,7.35,31.1,87.93,18.23,40.95,19.1,301.74,32.9,24.169891,89.300612,rabi,2023,2705.32,loamy
Mango,6.23,82.99,26.83,28.42,31.99,31.6,91.39,56.04,18.435338,73.418879,zaid,2021,9081.61,sandy
Grapes,6.39,87.46,23.99,184.31,272.99,23.92,80.22,75.85,24.100716,79.115536,kharif,2022,23054.14,chalky
Kidneybeans,6.45,33.31,13.01,46.13,16.26,21.8,39.61,41.49,13.495531,79.687157,year_round,2020,756.82,silt
Banana,6.87,53.23,88.95,52.71,36.98,27.36,56.0,31.39,20.391956,72.547521,zaid,2020,25923.12,chalky
Cotton,6.83,65.84,86.32,26.96,69.83,33.0,726.54,58.31,30.392451,74.200302,kharif,2023,504.55,silt
Orange,6.03,38.81,17.9,6.18,8.59,8.36,67.43,40.91,24.045749,89.658405,kharif,2021,15844.97,chalky
Coffee,4.64,55.67,70.23,16.95,21.92,30.64,108.65,45.08,20.6833,73.522952,rabi,2020,433.79,clay
Mungbean,5.62,32.21,10.26,24.75,14.68,33.63,21.59,53.66,23.733892,79.631725,zaid,2021,608.86,loamy
Pigeon Pea,5.64,36.06,16.61,11.82,21.29,23.84,475.6,39.83,20.593812,76.89967,year_round,2021,959.15,loamy
Mothbeans,6.57,78.16,28.52,53.68,22.65,28.75,34.6,51.08,20.071079,72.425927,kharif,2023,838.05,loamy
Orange,6.9,76.44,24.19,10.36,10.03,20.44,139.8,66.28,21.176845,81.931052,kharif,2021,19787.52,silt
Groundnut,5.99,28.63,11.42,17.32,27.44,29.95,390.27,32.58,23.358774,78.640808,rabi,2023,1427.51,sandy
Pigeon Pea,6.99,65.52,21.58,26.88,31.92,23.71,824.51,57.86,23.61602,78.916327,kharif,2023,1085.23,peat
Blackgram,7.29,78.5,50.65,68.77,26.56,27.09,60.91,63.01,23.259632,75.712867,kharif,2023,1164.51,peat
Soybean,6.53,55.25,29.69,40.86,55.3,26.88,647.54,73.63,22.826246,72.263319,kharif,2023,2769.43,peat
Chickpea,8.07,26.52,26.16,47.75,53.36,13.59,50.51,40.13,24.751766,75.890268,year_round,2020,959.24,peat
Watermelon,6.15,70.02,56.9,21.96,73.31,26.2,45.69,59.53,28.199616,77.335228,zaid,2023,22655.62,loamy
Coffee,6.32,89.21,142.35,34.69,38.67,24.99,144.64,56.88,19.343692,75.076661,zaid,2020,836.62,sandy
Mungbean,4.58,37.82,16.61,25.63,17.25,26.2,23.74,51.88,25.674987,89.628703,rabi,2021,556.93,chalky
Maize,6.41,79.72,191.0,27.9,71.73,23.96,896.34,54.09,12.021594,77.712798,kharif,2020,4461.12,loamy
